date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral
29/1/00,Philippines,Guam,2,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
29/1/00,Tunisia,Morocco,0,0,African Cup of Nations 2000,FALSE,FALSE,TRUE
29/1/00,Vietnam,China,0,2,Asian Cup Qualifiers,TRUE,FALSE,FALSE
29/1/00,Zambia,Burkina Faso,1,1,African Cup of Nations 2000,FALSE,FALSE,TRUE
30/1/00,Virgin Islands,St. Lucia,0,2,Friendly,TRUE,FALSE,FALSE
31/1/00,Cameroon,Togo,0,1,African Cup of Nations 2000,FALSE,FALSE,TRUE
31/1/00,Ghana,Ivory Coast,0,2,African Cup of Nations 2000,TRUE,FALSE,FALSE
31/1/00,Kuwait,Syria,4,0,Friendly,TRUE,FALSE,FALSE
1/2/00,British Virgin Islands,St. Lucia,2,3,Friendly,TRUE,FALSE,FALSE
1/2/00,Egypt,Burkina Faso,4,2,African Cup of Nations 2000,FALSE,FALSE,TRUE
1/2/00,Zambia,Senegal,2,2,African Cup of Nations 2000,FALSE,FALSE,TRUE
2/2/00,Congo DR,Gabon,0,0,African Cup of Nations 2000,FALSE,FALSE,TRUE
2/2/00,Costa Rica,Chile,1,0,Friendly,TRUE,FALSE,FALSE
2/2/00,South Africa,Algeria,1,1,African Cup of Nations 2000,FALSE,FALSE,TRUE
2/2/00,St. Kitts and Nevis,St. Lucia,0,1,Friendly,TRUE,FALSE,FALSE
3/2/00,Nigeria,Morocco,2,0,African Cup of Nations 2000,TRUE,FALSE,FALSE
3/2/00,Tunisia,Congo,1,0,African Cup of Nations 2000,FALSE,FALSE,TRUE
4/2/00,Kuwait,Iran,1,1,Friendly,TRUE,FALSE,FALSE
5/2/00,Guatemala,Chile,2,1,Friendly,TRUE,FALSE,FALSE
6/2/00,Cameroon,Algeria,2,1,African Cup of Nations 2000,FALSE,FALSE,TRUE
6/2/00,Cayman Islands,Jamaica,0,0,Friendly,TRUE,FALSE,FALSE
6/2/00,Ghana,South Africa,0,1,African Cup of Nations 2000,TRUE,FALSE,FALSE
7/2/00,Egypt,Tunisia,0,1,African Cup of Nations 2000,FALSE,FALSE,TRUE
7/2/00,Nigeria,Senegal,2,1,African Cup of Nations 2000,TRUE,FALSE,FALSE
7/2/00,Singapore,Malaysia,3,1,Friendly,TRUE,FALSE,FALSE
8/2/00,Syria,Korea DPR,5,1,Friendly,TRUE,FALSE,FALSE
9/2/00,Bulgaria,Slovakia,1,0,Friendly,FALSE,FALSE,TRUE
9/2/00,Cayman Islands,Jamaica,0,1,Friendly,TRUE,FALSE,FALSE
9/2/00,Chile,Australia,2,1,Friendly,TRUE,FALSE,FALSE
9/2/00,Honduras,El Salvador,5,1,Friendly,TRUE,FALSE,FALSE
10/2/00,Cameroon,Tunisia,3,0,African Cup of Nations 2000,FALSE,FALSE,TRUE
10/2/00,Hong Kong,Singapore,0,0,Friendly,TRUE,FALSE,FALSE
10/2/00,Kuwait,Turkmenistan,6,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
10/2/00,Nepal,Yemen,0,3,Asian Cup Qualifiers,FALSE,FALSE,TRUE
10/2/00,Nigeria,South Africa,2,0,African Cup of Nations 2000,TRUE,FALSE,FALSE
12/2/00,Australia,Slovakia,0,0,Friendly,FALSE,FALSE,TRUE
12/2/00,Chile,Bulgaria,3,2,Friendly,TRUE,FALSE,FALSE
12/2/00,Colombia,Jamaica,1,0,Gold Cup 2000,FALSE,FALSE,TRUE
12/2/00,Nepal,Bhutan,3,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
12/2/00,South Africa,Tunisia,2,2,African Cup of Nations 2000,FALSE,FALSE,TRUE
12/2/00,USA,Haiti,3,0,Gold Cup 2000,TRUE,FALSE,FALSE
12/2/00,Yemen,Turkmenistan,0,1,Asian Cup Qualifiers,FALSE,FALSE,TRUE
13/2/00,Costa Rica,Canada,2,2,Gold Cup 2000,FALSE,FALSE,TRUE
13/2/00,Dominican Republic,British Virgin Islands,1,0,Friendly,TRUE,FALSE,FALSE
13/2/00,Macau,Brunei,1,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
13/2/00,Mexico,Trinidad and Tobago,4,0,Gold Cup 2000,FALSE,FALSE,TRUE
13/2/00,Nigeria,Cameroon,2,2,African Cup of Nations 2000,TRUE,FALSE,FALSE
13/2/00,Singapore,Japan,0,3,Asian Cup Qualifiers,FALSE,FALSE,TRUE
13/2/00,Syria,Korea DPR,0,0,Friendly,TRUE,FALSE,FALSE
14/2/00,Haiti,Peru,1,1,Gold Cup 2000,FALSE,FALSE,TRUE
14/2/00,Jamaica,Honduras,0,2,Gold Cup 2000,FALSE,FALSE,TRUE
14/2/00,Kuwait,Bhutan,20,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
14/2/00,Turkmenistan,Nepal,5,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
15/2/00,Australia,Bulgaria,1,1,Friendly,FALSE,FALSE,TRUE
15/2/00,Canada,Korea Republic,0,0,Gold Cup 2000,FALSE,FALSE,TRUE
15/2/00,Chile,Slovakia,0,2,Friendly,TRUE,FALSE,FALSE
15/2/00,Malaysia,Maldives,2,0,Friendly,TRUE,FALSE,FALSE
15/2/00,Trinidad and Tobago,Guatemala,4,2,Gold Cup 2000,FALSE,FALSE,TRUE
16/2/00,Bhutan,Turkmenistan,0,8,Asian Cup Qualifiers,FALSE,FALSE,TRUE
16/2/00,Honduras,Colombia,2,0,Gold Cup 2000,FALSE,FALSE,TRUE
16/2/00,Japan,Brunei,9,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
16/2/00,Kuwait,Yemen,2,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
16/2/00,Lebanon,Korea DPR,1,0,Friendly,TRUE,FALSE,FALSE
16/2/00,Macau,Singapore,0,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
16/2/00,Panama,El Salvador,4,1,Friendly,TRUE,FALSE,FALSE
16/2/00,USA,Peru,1,0,Gold Cup 2000,TRUE,FALSE,FALSE
17/2/00,Barbados,St. Kitts and Nevis,1,0,Friendly,TRUE,FALSE,FALSE
17/2/00,Korea Republic,Costa Rica,2,2,Gold Cup 2000,FALSE,FALSE,TRUE
17/2/00,Malaysia,Maldives,3,0,Friendly,TRUE,FALSE,FALSE
17/2/00,Mexico,Guatemala,1,1,Gold Cup 2000,FALSE,FALSE,TRUE
18/2/00,Kuwait,Nepal,5,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
18/2/00,Yemen,Bhutan,11,2,Asian Cup Qualifiers,FALSE,FALSE,TRUE
19/2/00,Dominica,Antigua and Barbuda,2,0,Friendly,TRUE,FALSE,FALSE
19/2/00,Honduras,Peru,3,5,Gold Cup 2000,FALSE,FALSE,TRUE
19/2/00,Oman,Switzerland,1,4,Friendly,TRUE,FALSE,FALSE
19/2/00,United Arab Emirates,Slovenia,1,1,Friendly,FALSE,FALSE,TRUE
19/2/00,USA,Colombia,2,2,Gold Cup 2000,TRUE,FALSE,FALSE
20/2/00,Costa Rica,Trinidad and Tobago,1,2,Gold Cup 2000,FALSE,FALSE,TRUE
20/2/00,Lesotho,Swaziland,1,0,Friendly,TRUE,FALSE,FALSE
20/2/00,Macau,Japan,0,3,Asian Cup Qualifiers,TRUE,FALSE,FALSE
20/2/00,Mexico,Canada,1,2,Gold Cup 2000,FALSE,FALSE,TRUE
20/2/00,Singapore,Brunei,1,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
21/2/00,Oman,United Arab Emirates,0,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Belgium,Portugal,1,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Colombia,Peru,2,1,Gold Cup 2000,FALSE,FALSE,TRUE
23/2/00,Croatia,Spain,0,0,Friendly,TRUE,FALSE,FALSE
23/2/00,England,Argentina,0,0,Friendly,TRUE,FALSE,FALSE
23/2/00,France,Poland,1,0,Friendly,TRUE,FALSE,FALSE
23/2/00,Greece,Austria,4,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Hungary,Australia,0,3,Friendly,TRUE,FALSE,FALSE
23/2/00,Ireland,Czech Republic,3,2,Friendly,TRUE,FALSE,FALSE
23/2/00,Israel,Russia,4,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Italy,Sweden,1,0,Friendly,TRUE,FALSE,FALSE
23/2/00,Lebanon,Jordan,1,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Luxembourg,Northern Ireland,1,3,Friendly,TRUE,FALSE,FALSE
23/2/00,Macedonia,Serbia,1,2,Friendly,TRUE,FALSE,FALSE
23/2/00,Netherlands,Germany,2,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Oman,Slovenia,0,4,Friendly,TRUE,FALSE,FALSE
23/2/00,Qatar,Wales,0,1,Friendly,TRUE,FALSE,FALSE
23/2/00,Turkey,Norway,0,2,Friendly,TRUE,FALSE,FALSE
23/2/00,United Arab Emirates,Switzerland,1,0,Friendly,FALSE,FALSE,TRUE
24/2/00,Trinidad and Tobago,Canada,0,1,Gold Cup 2000,FALSE,FALSE,TRUE
25/2/00,British Virgin Islands,Anguilla,3,4,Friendly,TRUE,FALSE,FALSE
27/2/00,Botswana,Lesotho,1,0,Friendly,TRUE,FALSE,FALSE
27/2/00,British Virgin Islands,Anguilla,5,0,Friendly,TRUE,FALSE,FALSE
27/2/00,Canada,Colombia,2,0,Gold Cup 2000,FALSE,FALSE,TRUE
29/2/00,Barbados,Antigua and Barbuda,2,2,Friendly,TRUE,FALSE,FALSE
29/2/00,El Salvador,Panama,3,1,Friendly,TRUE,FALSE,FALSE
29/2/00,Uzbekistan,Mongolia,8,1,Friendly,TRUE,FALSE,FALSE
1/3/00,Zambia,Lesotho,2,0,Friendly,TRUE,FALSE,FALSE
4/3/00,Honduras,Nicaragua,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
4/3/00,Trinidad and Tobago,Curacao,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,Anguilla,Bahamas,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,Barbados,Grenada,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,Bolivia,Haiti,9,2,Friendly,TRUE,FALSE,FALSE
5/3/00,British Virgin Islands,Bermuda,1,5,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,Cuba,Cayman Islands,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,Dominican Republic,Montserrat,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,El Salvador,Belize,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,Ethiopia,Sudan,1,0,Friendly,TRUE,FALSE,FALSE
5/3/00,St. Lucia,Suriname,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
5/3/00,St. Vincent and the Grenadines,Virgin Islands,9,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
6/3/00,Syria,Jordan,0,0,Friendly,TRUE,FALSE,FALSE
8/3/00,Ecuador,Honduras,1,3,Friendly,TRUE,FALSE,FALSE
8/3/00,Jordan,Lebanon,1,1,Friendly,TRUE,FALSE,FALSE
9/3/00,Cuba,Nicaragua,4,0,Friendly,TRUE,FALSE,FALSE
10/3/00,Qatar,Sudan,3,0,Friendly,TRUE,FALSE,FALSE
11/3/00,Aruba,Puerto Rico,4,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/3/00,Haiti,Dominica,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/3/00,Jordan,Bosnia-Herzegovina,0,0,Friendly,TRUE,FALSE,FALSE
12/3/00,USA,Tunisia,1,1,Friendly,TRUE,FALSE,FALSE
12/3/00,Zambia,Malawi,1,1,Friendly,TRUE,FALSE,FALSE
13/3/00,Jordan,Syria,0,0,Friendly,TRUE,FALSE,FALSE
13/3/00,Zambia,Malawi,0,1,Friendly,TRUE,FALSE,FALSE
15/3/00,Japan,China,0,0,Friendly,TRUE,FALSE,FALSE
15/3/00,Jordan,Bosnia-Herzegovina,1,2,Friendly,TRUE,FALSE,FALSE
16/3/00,Venezuela,Bolivia,0,0,Friendly,TRUE,FALSE,FALSE
17/3/00,Jordan,Syria,0,0,Friendly,TRUE,FALSE,FALSE
18/3/00,Curacao,Trinidad and Tobago,1,1,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE
18/3/00,Grenada,Barbados,2,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
18/3/00,Puerto Rico,Aruba,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
18/3/00,St. Kitts and Nevis,Turks and Caicos Islands,8,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Bahamas,Anguilla,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Belize,Guatemala,1,2,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE
19/3/00,Bermuda,British Virgin Islands,9,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Botswana,Swaziland,3,0,Friendly,TRUE,FALSE,FALSE
19/3/00,Cayman Islands,Cuba,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Dominica,Haiti,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Montserrat,Dominican Republic,1,3,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE
19/3/00,Nicaragua,Panama,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Suriname,St. Lucia,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/3/00,Virgin Islands,St. Vincent and the Grenadines,1,5,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
20/3/00,Bahrain,Kazakhstan,0,1,Friendly,TRUE,FALSE,FALSE
21/3/00,Namibia,Zimbabwe,2,1,Friendly,TRUE,FALSE,FALSE
21/3/00,St. Kitts and Nevis,Turks and Caicos Islands,6,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/3/00,Bahrain,Qatar,1,0,Friendly,TRUE,FALSE,FALSE
22/3/00,Chile,Honduras,5,2,Friendly,TRUE,FALSE,FALSE
22/3/00,Cyprus,Iran,0,0,Friendly,TRUE,FALSE,FALSE
24/3/00,Gambia,Mauritania,0,0,Friendly,TRUE,FALSE,FALSE
25/3/00,Bahrain,Jordan,1,1,Friendly,TRUE,FALSE,FALSE
25/3/00,Malaysia,Taiwan,3,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
25/3/00,Tanzania,Malawi,1,1,Friendly,TRUE,FALSE,FALSE
25/3/00,Thailand,Korea DPR,0,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
26/3/00,Tanzania,Malawi,4,3,Friendly,TRUE,FALSE,FALSE
27/3/00,Malaysia,Korea DPR,1,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
27/3/00,Thailand,Taiwan,2,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
28/3/00,Colombia,Brazil,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/3/00,El Salvador,Haiti,3,1,Friendly,TRUE,FALSE,FALSE
28/3/00,Malta,Northern Ireland,0,3,Friendly,TRUE,FALSE,FALSE
28/3/00,Serbia,China,1,0,Friendly,FALSE,FALSE,FALSE
29/3/00,Argentina,Chile,4,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
29/3/00,Austria,Sweden,1,1,Friendly,TRUE,FALSE,FALSE
29/3/00,Belgium,Netherlands,2,2,Friendly,TRUE,FALSE,FALSE
29/3/00,Bosnia-Herzegovina,Macedonia,1,0,Friendly,TRUE,FALSE,FALSE
29/3/00,Bulgaria,Belarus,4,1,Friendly,TRUE,FALSE,FALSE
29/3/00,Croatia,Germany,1,1,Friendly,TRUE,FALSE,FALSE
29/3/00,Czech Republic,Australia,3,1,Friendly,TRUE,FALSE,FALSE
29/3/00,Ecuador,Venezuela,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
29/3/00,Greece,Romania,2,0,Friendly,TRUE,FALSE,FALSE
29/3/00,Hungary,Poland,0,0,Friendly,TRUE,FALSE,FALSE
29/3/00,Israel,Georgia,1,1,Friendly,TRUE,FALSE,FALSE
29/3/00,Malaysia,Thailand,3,2,Asian Cup Qualifiers,TRUE,FALSE,FALSE
29/3/00,Peru,Paraguay,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
29/3/00,Portugal,Denmark,2,1,Friendly,TRUE,FALSE,FALSE
29/3/00,Scotland,France,0,2,Friendly,TRUE,FALSE,FALSE
29/3/00,Spain,Italy,2,0,Friendly,TRUE,FALSE,FALSE
29/3/00,Switzerland,Norway,2,2,Friendly,TRUE,FALSE,FALSE
29/3/00,Uruguay,Bolivia,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
29/3/00,Wales,Finland,1,2,Friendly,TRUE,FALSE,FALSE
31/3/00,Gambia,Mauritania,0,0,Friendly,TRUE,FALSE,FALSE
31/3/00,Jordan,Kazakhstan,0,1,Asian Cup Qualifiers,FALSE,FALSE,TRUE
31/3/00,Maldives,Iran,0,8,Asian Cup Qualifiers,FALSE,FALSE,TRUE
31/3/00,Qatar,Palestine,1,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
31/3/00,Syria,Bahrain,1,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
1/4/00,Aruba,Barbados,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
1/4/00,Haiti,Bahamas,9,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
1/4/00,Zambia,Kenya,1,0,Friendly,TRUE,FALSE,FALSE
2/4/00,Bahrain,Maldives,4,1,Asian Cup Qualifiers,FALSE,FALSE,TRUE
2/4/00,Cuba,Suriname,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/4/00,Guatemala,El Salvador,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/4/00,Palestine,Pakistan,2,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
2/4/00,Panama,Honduras,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/4/00,Qatar,Kazakhstan,3,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
2/4/00,Syria,Iran,0,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
2/4/00,Trinidad and Tobago,Dominican Republic,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
4/4/00,Bahrain,Iran,1,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
4/4/00,Malaysia,Taiwan,2,3,Asian Cup Qualifiers,FALSE,FALSE,TRUE
4/4/00,Palestine,Jordan,1,5,Asian Cup Qualifiers,FALSE,FALSE,TRUE
4/4/00,Qatar,Pakistan,5,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
4/4/00,Syria,Maldives,2,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
4/4/00,Thailand,Korea DPR,5,3,Asian Cup Qualifiers,TRUE,FALSE,FALSE
5/4/00,Burma,Mongolia,2,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
5/4/00,Korea Republic,Laos,9,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
6/4/00,Kazakhstan,Palestine,2,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
6/4/00,Malaysia,Korea DPR,1,4,Asian Cup Qualifiers,FALSE,FALSE,TRUE
6/4/00,Pakistan,Jordan,0,5,Asian Cup Qualifiers,FALSE,FALSE,TRUE
6/4/00,Thailand,Taiwan,1,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
7/4/00,Burma,Laos,4,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
7/4/00,Djibouti,Congo DR,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/4/00,Korea Republic,Mongolia,6,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
7/4/00,Mauritania,Tunisia,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Botswana,Zambia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Guinea-Bissau,Togo,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Madagascar,Gabon,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Malawi,Kenya,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Pakistan,Kazakhstan,0,4,Asian Cup Qualifiers,FALSE,FALSE,TRUE
8/4/00,Qatar,Jordan,2,2,Asian Cup Qualifiers,TRUE,FALSE,FALSE
8/4/00,Sao Tome and Principe,Sierra Leone,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Seychelles,Namibia,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Tanzania,Ghana,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/4/00,Thailand,Malaysia,3,2,Asian Cup Qualifiers,TRUE,FALSE,FALSE
8/4/00,Uganda,Guinea,4,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Benin,Senegal,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Cape Verde,Algeria,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Central African Republic,Zimbabwe,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Chad,Liberia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Equatorial Guinea,Congo,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Eritrea,Nigeria,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Ethiopia,Burkina Faso,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Gambia,Morocco,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Iran,Bahrain,3,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
9/4/00,Korea Republic,Burma,4,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
9/4/00,Laos,Mongolia,2,1,Asian Cup Qualifiers,FALSE,FALSE,TRUE
9/4/00,Lesotho,South Africa,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Libya,Mali,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Rwanda,Ivory Coast,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Sudan,Mozambique,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Swaziland,Angola,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/4/00,Syria,Maldives,2,1,Asian Cup Qualifiers,FALSE,FALSE,TRUE
11/4/00,Bahrain,Maldives,1,0,Asian Cup Qualifiers,FALSE,FALSE,TRUE
11/4/00,Iran,Syria,1,1,Asian Cup Qualifiers,TRUE,FALSE,FALSE
12/4/00,Ethiopia,Congo DR,1,2,Friendly,TRUE,FALSE,FALSE
13/4/00,Bahrain,Syria,0,1,Asian Cup Qualifiers,FALSE,FALSE,TRUE
13/4/00,Iran,Maldives,3,0,Asian Cup Qualifiers,TRUE,FALSE,FALSE
16/4/00,Antigua and Barbuda,Bermuda,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Bahamas,Haiti,0,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Barbados,Aruba,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Belize,El Salvador,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Dominican Republic,Trinidad and Tobago,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Nicaragua,Honduras,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,St. Vincent and the Grenadines,St. Kitts and Nevis,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Suriname,Cuba,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
16/4/00,Uganda,Kenya,2,2,Friendly,TRUE,FALSE,FALSE
19/4/00,Cameroon,Somalia,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/4/00,Mali,Burkina Faso,2,1,Friendly,TRUE,FALSE,FALSE
20/4/00,Egypt,Mauritius,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
21/4/00,Algeria,Cape Verde,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Gabon,Madagascar,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Kenya,Malawi,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Morocco,Gambia,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Namibia,Seychelles,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Nigeria,Eritrea,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Sierra Leone,Sao Tome and Principe,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,South Africa,Lesotho,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,St. Kitts and Nevis,St. Vincent and the Grenadines,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Tunisia,Mauritania,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
22/4/00,Zambia,Botswana,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Angola,Swaziland,7,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Bermuda,Antigua and Barbuda,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Burkina Faso,Ethiopia,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Cameroon,Somalia,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Congo,Equatorial Guinea,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Congo DR,Djibouti,9,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Egypt,Mauritius,4,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Ghana,Tanzania,3,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Guinea,Uganda,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Ivory Coast,Rwanda,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Liberia,Chad,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Mali,Libya,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Mozambique,Sudan,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Senegal,Benin,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Togo,Guinea-Bissau,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
23/4/00,Zimbabwe,Central African Republic,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
25/4/00,Hong Kong,China,0,1,Friendly,TRUE,FALSE,FALSE
26/4/00,Andorra,Belarus,2,0,Friendly,TRUE,FALSE,FALSE
